field_id,business_name,target_path,data_layer,source_document,source_location_type,source_unit,target_unit,criticality,extraction_method,target_nodes,missing_policy,conflict_policy,evidence_required,value_type,cardinality,contract_sources,node_requirement,default_or_prior,mapping_coverage,extraction_coverage,assembly_coverage,coverage_gap,notes
engineering_indicator.management_emergency.emergency_team_response_time_s,应急队伍响应时间,engineering_indicators.observations_by_segment.*.management_emergency.emergency_team_response_time_s,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,s,s,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.emergency_team_response_time_s；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.maintenance_completion_fraction,维护计划完成率,engineering_indicators.observations_by_segment.*.management_emergency.maintenance_completion_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.maintenance_completion_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.management_of_change_compliance_fraction,变更管理符合率,engineering_indicators.observations_by_segment.*.management_emergency.management_of_change_compliance_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.management_of_change_compliance_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.misoperation_event_count,历史误操作事件数,engineering_indicators.observations_by_segment.*.management_emergency.misoperation_event_count,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,count,count,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,integer,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.misoperation_event_count；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.operating_procedure_available,运行规程完整,engineering_indicators.observations_by_segment.*.management_emergency.operating_procedure_available,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.operating_procedure_available；组：运行管理、人因与应急；要求：REQUIRED。
engineering_indicator.management_emergency.operator_competency_pass_fraction,操作人员能力考核通过率,engineering_indicators.observations_by_segment.*.management_emergency.operator_competency_pass_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.operator_competency_pass_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.operator_training_completion_fraction,操作人员培训完成率,engineering_indicators.observations_by_segment.*.management_emergency.operator_training_completion_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.operator_training_completion_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.permit_to_work_compliance_fraction,作业许可符合率,engineering_indicators.observations_by_segment.*.management_emergency.permit_to_work_compliance_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.permit_to_work_compliance_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.procedure_compliance_fraction,规程执行符合率,engineering_indicators.observations_by_segment.*.management_emergency.procedure_compliance_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.procedure_compliance_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.management_emergency.shift_handover_compliance_fraction,交接班符合率,engineering_indicators.observations_by_segment.*.management_emergency.shift_handover_compliance_fraction,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,%,fraction,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标management_emergency.shift_handover_compliance_fraction；组：运行管理、人因与应急；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.dent_strain_max_fraction,凹陷最大应变,engineering_indicators.observations_by_segment.*.manufacturing_defects.dent_strain_max_fraction,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,%,fraction,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.dent_strain_max_fraction；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.girth_weld_anomaly_count_per_km,环焊缝异常密度,engineering_indicators.observations_by_segment.*.manufacturing_defects.girth_weld_anomaly_count_per_km,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,1/km,1/km,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.girth_weld_anomaly_count_per_km；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.hydrotest_pressure_ratio_smys,水压试验压力比,engineering_indicators.observations_by_segment.*.manufacturing_defects.hydrotest_pressure_ratio_smys,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,,,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.hydrotest_pressure_ratio_smys；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.lack_of_fusion_count_per_km,未熔合缺陷密度,engineering_indicators.observations_by_segment.*.manufacturing_defects.lack_of_fusion_count_per_km,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,1/km,1/km,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.lack_of_fusion_count_per_km；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.lamination_count_per_km,分层缺陷密度,engineering_indicators.observations_by_segment.*.manufacturing_defects.lamination_count_per_km,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,1/km,1/km,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.lamination_count_per_km；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.manufacturing_failure_history_count,制造缺陷历史失效次数,engineering_indicators.observations_by_segment.*.manufacturing_defects.manufacturing_failure_history_count,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,count,count,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,integer,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.manufacturing_failure_history_count；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.manufacturing_standard,钢管制造标准,engineering_indicators.observations_by_segment.*.manufacturing_defects.manufacturing_standard,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,,,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.manufacturing_standard；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.pipe_manufacturer,钢管制造商,engineering_indicators.observations_by_segment.*.manufacturing_defects.pipe_manufacturer,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,,,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.pipe_manufacturer；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.seam_defect_count_per_km,制管焊缝缺陷密度,engineering_indicators.observations_by_segment.*.manufacturing_defects.seam_defect_count_per_km,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,1/km,1/km,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.seam_defect_count_per_km；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.slag_inclusion_count_per_km,夹渣缺陷密度,engineering_indicators.observations_by_segment.*.manufacturing_defects.slag_inclusion_count_per_km,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,1/km,1/km,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.slag_inclusion_count_per_km；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.weld_crack_count_per_km,焊接裂纹密度,engineering_indicators.observations_by_segment.*.manufacturing_defects.weld_crack_count_per_km,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,1/km,1/km,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.weld_crack_count_per_km；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.manufacturing_defects.wrinkle_bend_present,褶皱弯管存在,engineering_indicators.observations_by_segment.*.manufacturing_defects.wrinkle_bend_present,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,,,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标manufacturing_defects.wrinkle_bend_present；组：制造与施工缺陷；要求：CONDITIONAL。
engineering_indicator.operation_medium.flow_velocity_m_s,流速,engineering_indicators.observations_by_segment.*.operation_medium.flow_velocity_m_s,PROJECT_FACT,02_运行工况.csv,cell,m/s,m/s,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.flow_velocity_m_s；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.gas_h2s_fraction,硫化氢摩尔分数,engineering_indicators.observations_by_segment.*.operation_medium.gas_h2s_fraction,PROJECT_FACT,02_运行工况.csv,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.gas_h2s_fraction；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.gas_water_content_mg_m3,天然气含水量,engineering_indicators.observations_by_segment.*.operation_medium.gas_water_content_mg_m3,PROJECT_FACT,02_运行工况.csv,cell,mg/m3,mg/m3,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.gas_water_content_mg_m3；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.hydrocarbon_dew_point_k,烃露点,engineering_indicators.observations_by_segment.*.operation_medium.hydrocarbon_dew_point_k,PROJECT_FACT,02_运行工况.csv,cell,°C,K,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.hydrocarbon_dew_point_k；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.liquid_carryover_events_per_year,液体夹带事件次数,engineering_indicators.observations_by_segment.*.operation_medium.liquid_carryover_events_per_year,PROJECT_FACT,02_运行工况.csv,cell,1/year,1/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.liquid_carryover_events_per_year；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.maximum_operating_pressure_mpa,历史最高运行压力,engineering_indicators.observations_by_segment.*.operation_medium.maximum_operating_pressure_mpa,PROJECT_FACT,02_运行工况.csv,cell,MPa,MPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.maximum_operating_pressure_mpa；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.minimum_operating_pressure_mpa,历史最低运行压力,engineering_indicators.observations_by_segment.*.operation_medium.minimum_operating_pressure_mpa,PROJECT_FACT,02_运行工况.csv,cell,MPa,MPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.minimum_operating_pressure_mpa；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.overpressure_events_per_year,年超压次数,engineering_indicators.observations_by_segment.*.operation_medium.overpressure_events_per_year,PROJECT_FACT,02_运行工况.csv,cell,1/year,1/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.overpressure_events_per_year；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.pressure_cycle_count_per_year,年压力循环次数,engineering_indicators.observations_by_segment.*.operation_medium.pressure_cycle_count_per_year,PROJECT_FACT,02_运行工况.csv,cell,1/year,1/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.pressure_cycle_count_per_year；组：运行工况与输送介质；要求：CONDITIONAL。
engineering_indicator.operation_medium.pressure_cycle_range_mpa,压力循环幅值,engineering_indicators.observations_by_segment.*.operation_medium.pressure_cycle_range_mpa,PROJECT_FACT,02_运行工况.csv,cell,MPa,MPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.pressure_cycle_range_mpa；组：运行工况与输送介质；要求：CONDITIONAL。
